num,com1-20,coma-l,comP1-P8,result1,result2,result3,average,,,,,,,,,,,
1140,12,k,P4,6170 ,5880,6790,6280.00 ,,,,,,,,,,,
1141,12,k,P5,21010 ,20630,21630,21090.00 ,,,,,,,,,,,
1142,12,k,P6,1020 ,1120,1090,1076.67 ,,,,,,,,,,,
1143,12,k,P7,1450 ,1530,940,1306.67 ,,,,,,,,,,,
1144,12,k,P8,660 ,630,830,706.67 ,,,,,,,,,,,
1145,12,l,P1,360 ,260,120,246.67 ,,,,,,,,,,,
1146,12,l,P2,480 ,490,560,510.00 ,,,,,,,,,,,
1147,12,l,P3,450 ,410,480,446.67 ,,,,,,,,,,,
1148,12,l,P4,2540 ,2240,2120,2300.00 ,,,,,,,,,,,
1149,12,l,P5,20780 ,20580,20460,20606.67 ,,,,,,,,,,,
1150,12,l,P6,3200 ,3190,3080,3156.67 ,,,,,,,,,,,
1151,12,l,P7,130 ,220,220,190.00 ,,,,,,,,,,,
1152,12,l,P8,200 ,250,210,220.00 ,,,,,,,,,,,
1153,13,a,P1,50 ,60,110,73.33 ,,,,,,,,,,,
1154,13,a,P2,150 ,260,210,206.67 ,,,,,,,,,,,
1155,13,a,P3,350 ,420,370,380.00 ,,,,,,,,,,,
1156,13,a,P4,590 ,630,750,656.67 ,,,,,,,,,,,
1157,13,a,P5,1680 ,1820,1960,1820.00 ,,,,,,,,,,,
1158,13,a,P6,1010 ,1320,1220,1183.33 ,,,,,,,,,,,
1159,13,a,P7,450 ,420,470,446.67 ,,,,,,,,,,,
1160,13,a,P8,280 ,210,380,290.00 ,,,,,,,,,,,
1161,13,b,P1,80 ,120,90,96.67 ,,,,,,,,,,,
1162,13,b,P2,80 ,110,130,106.67 ,,,,,,,,,,,
1163,13,b,P3,420 ,410,560,463.33 ,,,,,,,,,,,
1164,13,b,P4,1080 ,960,930,990.00 ,,,,,,,,,,,
1165,13,b,P5,2760 ,2360,2580,2566.67 ,,,,,,,,,,,
1166,13,b,P6,1080 ,1320,1180,1193.33 ,,,,,,,,,,,
1167,13,b,P7,690 ,850,750,763.33 ,,,,,,,,,,,
1168,13,b,P8,210 ,150,100,153.33 ,,,,,,,,,,,
1169,13,c,P1,80 ,70,110,86.67 ,,,,,,,,,,,
1170,13,c,P2,160 ,150,80,130.00 ,,,,,,,,,,,
1171,13,c,P3,320 ,460,450,410.00 ,,,,,,,,,,,
1172,13,c,P4,1230 ,1180,1830,1413.33 ,,,,,,,,,,,
1173,13,c,P5,3450 ,3210,2960,3206.67 ,,,,,,,,,,,
1174,13,c,P6,1260 ,1080,960,1100.00 ,,,,,,,,,,,
1175,13,c,P7,240 ,180,260,226.67 ,,,,,,,,,,,
1176,13,c,P8,80 ,90,110,93.33 ,,,,,,,,,,,
1177,13,d,P1,90 ,20,50,53.33 ,,,,,,,,,,,
1178,13,d,P2,120 ,170,160,150.00 ,,,,,,,,,,,
1179,13,d,P3,580 ,560,630,590.00 ,,,,,,,,,,,
1180,13,d,P4,1860 ,2150,1930,1980.00 ,,,,,,,,,,,
1181,13,d,P5,4200 ,4150,3960,4103.33 ,,,,,,,,,,,
1182,13,d,P6,1520 ,1460,1380,1453.33 ,,,,,,,,,,,
1183,13,d,P7,860 ,740,660,753.33 ,,,,,,,,,,,
1184,13,d,P8,130 ,150,180,153.33 ,,,,,,,,,,,
1185,13,e,P1,90 ,150,120,120.00 ,,,,,,,,,,,
1186,13,e,P2,210 ,40,50,100.00 ,,,,,,,,,,,
1187,13,e,P3,320 ,170,40,176.67 ,,,,,,,,,,,
1188,13,e,P4,400 ,210,150,253.33 ,,,,,,,,,,,
1189,13,e,P5,5780 ,4540,4500,4940.00 ,,,,,,,,,,,
1190,13,e,P6,1510 ,1790,1130,1476.67 ,,,,,,,,,,,
1191,13,e,P7,1030 ,1430,1430,1296.67 ,,,,,,,,,,,
1192,13,e,P8,1420 ,1900,1970,1763.33 ,,,,,,,,,,,
1193,13,f,P1,1660 ,1260,1180,1366.67 ,,,,,,,,,,,
1194,13,f,P2,90 ,150,180,140.00 ,,,,,,,,,,,
1195,13,f,P3,530 ,290,470,430.00 ,,,,,,,,,,,
1196,13,f,P4,1920 ,1640,1900,1820.00 ,,,,,,,,,,,
1197,13,f,P5,7570 ,7020,7590,7393.33 ,,,,,,,,,,,
1198,13,f,P6,150 ,160,130,146.67 ,,,,,,,,,,,
1199,13,f,P7,1450 ,1310,1410,1390.00 ,,,,,,,,,,,
1200,13,f,P8,20 ,100,110,76.67 ,,,,,,,,,,,
1201,13,g,P1,140 ,70,90,100.00 ,,,,,,,,,,,
1202,13,g,P2,190 ,160,140,163.33 ,,,,,,,,,,,
1203,13,g,P3,1020 ,1040,1100,1053.33 ,,,,,,,,,,,
1204,13,g,P4,240 ,200,150,196.67 ,,,,,,,,,,,
1205,13,g,P5,5490 ,5310,5490,5430.00 ,,,,,,,,,,,
1206,13,g,P6,8070 ,8890,10660,9206.67 ,,,,,,,,,,,
1207,13,g,P7,1140 ,940,1540,1206.67 ,,,,,,,,,,,
1208,13,g,P8,210 ,310,850,456.67 ,,,,,,,,,,,
1209,13,h,P1,360 ,450,320,376.67 ,,,,,,,,,,,
1210,13,h,P2,590 ,660,610,620.00 ,,,,,,,,,,,
1211,13,h,P3,720 ,640,480,613.33 ,,,,,,,,,,,
1212,13,h,P4,3950 ,3890,3710,3850.00 ,,,,,,,,,,,
1213,13,h,P5,12620 ,13700,12730,13016.67 ,,,,,,,,,,,
1214,13,h,P6,1150 ,930,1240,1106.67 ,,,,,,,,,,,
1215,13,h,P7,510 ,290,740,513.33 ,,,,,,,,,,,
1216,13,h,P8,760 ,740,670,723.33 ,,,,,,,,,,,
1217,13,i,P1,1890 ,2360,1930,2060.00 ,,,,,,,,,,,
1218,13,i,P2,3550 ,4520,3730,3933.33 ,,,,,,,,,,,
1219,13,i,P3,6200 ,5900,5960,6020.00 ,,,,,,,,,,,
1220,13,i,P4,8650 ,7740,6680,7690.00 ,,,,,,,,,,,
1221,13,i,P5,31090 ,30510,30220,30606.67 ,,,,,,,,,,,
1222,13,i,P6,6300 ,4420,6540,5753.33 ,,,,,,,,,,,
1223,13,i,P7,5060 ,6730,4210,5333.33 ,,,,,,,,,,,
1224,13,i,P8,920 ,790,580,763.33 ,,,,,,,,,,,
1225,13,j,P1,230 ,450,360,346.67 ,,,,,,,,,,,
1226,13,j,P2,260 ,490,620,456.67 ,,,,,,,,,,,
1227,13,j,P3,690 ,500,620,603.33 ,,,,,,,,,,,
1228,13,j,P4,5430 ,5490,5820,5580.00 ,,,,,,,,,,,
1229,13,j,P5,21650 ,25250,24200,23700.00 ,,,,,,,,,,,
1230,13,j,P6,1050 ,1240,1100,1130.00 ,,,,,,,,,,,
1231,13,j,P7,580 ,220,120,306.67 ,,,,,,,,,,,
1232,13,j,P8,300 ,100,270,223.33 ,,,,,,,,,,,
1233,13,k,P1,280 ,270,310,286.67 ,,,,,,,,,,,
1234,13,k,P2,360 ,250,320,310.00 ,,,,,,,,,,,
1235,13,k,P3,540 ,660,780,660.00 ,,,,,,,,,,,
1236,13,k,P4,870 ,960,770,866.67 ,,,,,,,,,,,
1237,13,k,P5,21300 ,21950,20890,21380.00 ,,,,,,,,,,,
1238,13,k,P6,630 ,480,570,560.00 ,,,,,,,,,,,
1239,13,k,P7,590 ,760,720,690.00 ,,,,,,,,,,,
1240,13,k,P8,60 ,50,50,53.33 ,,,,,,,,,,,
1241,13,l,P1,120 ,320,260,233.33 ,,,,,,,,,,,
1242,13,l,P2,190 ,250,360,266.67 ,,,,,,,,,,,
1243,13,l,P3,1210 ,1330,1260,1266.67 ,,,,,,,,,,,
1244,13,l,P4,6400 ,5920,6120,6146.67 ,,,,,,,,,,,
1245,13,l,P5,16820 ,12420,18720,15986.67 ,,,,,,,,,,,
1246,13,l,P6,680 ,640,690,670.00 ,,,,,,,,,,,
1247,13,l,P7,130 ,150,100,126.67 ,,,,,,,,,,,
1248,13,l,P8,230 ,360,210,266.67 ,,,,,,,,,,,
1249,14,a,P1,60 ,40,20,40.00 ,,,,,,,,,,,
1250,14,a,P2,130 ,120,70,106.67 ,,,,,,,,,,,
1251,14,a,P3,480 ,260,330,356.67 ,,,,,,,,,,,
1252,14,a,P4,570 ,520,630,573.33 ,,,,,,,,,,,
1253,14,a,P5,1230 ,1080,1350,1220.00 ,,,,,,,,,,,
1254,14,a,P6,230 ,280,360,290.00 ,,,,,,,,,,,
1255,14,a,P7,110 ,80,60,83.33 ,,,,,,,,,,,
1256,14,a,P8,70 ,90,120,93.33 ,,,,,,,,,,,
1257,14,b,P1,40 ,30,70,46.67 ,,,,,,,,,,,
1258,14,b,P2,130 ,30,50,70.00 ,,,,,,,,,,,
1259,14,b,P3,260 ,280,330,290.00 ,,,,,,,,,,,
1260,14,b,P4,550 ,460,780,596.67 ,,,,,,,,,,,
1261,14,b,P5,2430 ,2510,2640,2526.67 ,,,,,,,,,,,
1262,14,b,P6,1840 ,1560,1470,1623.33 ,,,,,,,,,,,
1263,14,b,P7,540 ,470,510,506.67 ,,,,,,,,,,,
1264,14,b,P8,230 ,210,180,206.67 ,,,,,,,,,,,
1265,14,c,P1,80 ,70,90,80.00 ,,,,,,,,,,,
1266,14,c,P2,180 ,160,180,173.33 ,,,,,,,,,,,
1267,14,c,P3,670 ,520,650,613.33 ,,,,,,,,,,,
1268,14,c,P4,740 ,820,580,713.33 ,,,,,,,,,,,
1269,14,c,P5,2650 ,2830,2570,2683.33 ,,,,,,,,,,,
1270,14,c,P6,1910 ,1730,1880,1840.00 ,,,,,,,,,,,
1271,14,c,P7,660 ,610,750,673.33 ,,,,,,,,,,,
1272,14,c,P8,150 ,180,240,190.00 ,,,,,,,,,,,
1273,14,d,P1,90 ,120,150,120.00 ,,,,,,,,,,,
1274,14,d,P2,160 ,190,140,163.33 ,,,,,,,,,,,
1275,14,d,P3,270 ,320,350,313.33 ,,,,,,,,,,,
1276,14,d,P4,560 ,580,620,586.67 ,,,,,,,,,,,
1277,14,d,P5,2590 ,2630,2470,2563.33 ,,,,,,,,,,,
1278,14,d,P6,1920 ,2130,1840,1963.33 ,,,,,,,,,,,
1279,14,d,P7,680 ,720,810,736.67 ,,,,,,,,,,,
1280,14,d,P8,120 ,170,250,180.00 ,,,,,,,,,,,
1281,14,e,P1,580 ,400,740,573.33 ,,,,,,,,,,,
1282,14,e,P2,290 ,130,160,193.33 ,,,,,,,,,,,
1283,14,e,P3,590 ,630,740,653.33 ,,,,,,,,,,,
1284,14,e,P4,1520 ,1470,1390,1460.00 ,,,,,,,,,,,
1285,14,e,P5,3940 ,3320,3580,3613.33 ,,,,,,,,,,,
1286,14,e,P6,1080 ,1180,1050,1103.33 ,,,,,,,,,,,
1287,14,e,P7,360 ,470,380,403.33 ,,,,,,,,,,,
1288,14,e,P8,180 ,120,110,136.67 ,,,,,,,,,,,
1289,14,f,P1,570 ,440,540,516.67 ,,,,,,,,,,,
1290,14,f,P2,290 ,280,290,286.67 ,,,,,,,,,,,
1291,14,f,P3,780 ,830,840,816.67 ,,,,,,,,,,,
1292,14,f,P4,1740 ,1860,1780,1793.33 ,,,,,,,,,,,
1293,14,f,P5,5320 ,5180,5240,5246.67 ,,,,,,,,,,,
1294,14,f,P6,960 ,890,980,943.33 ,,,,,,,,,,,
1295,14,f,P7,490 ,440,450,460.00 ,,,,,,,,,,,
1296,14,f,P8,310 ,340,380,343.33 ,,,,,,,,,,,
1297,14,g,P1,250 ,390,190,276.67 ,,,,,,,,,,,
1298,14,g,P2,1550 ,900,1140,1196.67 ,,,,,,,,,,,
1299,14,g,P3,1870 ,1620,1730,1740.00 ,,,,,,,,,,,
1300,14,g,P4,1930 ,1850,1620,1800.00 ,,,,,,,,,,,
1301,14,g,P5,3980 ,3020,2920,3306.67 ,,,,,,,,,,,
1302,14,g,P6,1320 ,1280,1250,1283.33 ,,,,,,,,,,,
1303,14,g,P7,680 ,670,730,693.33 ,,,,,,,,,,,
1304,14,g,P8,290 ,440,420,383.33 ,,,,,,,,,,,
1305,14,h,P1,320 ,460,480,420.00 ,,,,,,,,,,,
1306,14,h,P2,680 ,770,650,700.00 ,,,,,,,,,,,
1307,14,h,P3,1020 ,930,870,940.00 ,,,,,,,,,,,
1308,14,h,P4,1530 ,1700,1690,1640.00 ,,,,,,,,,,,
1309,14,h,P5,7330 ,7210,7090,7210.00 ,,,,,,,,,,,
1310,14,h,P6,1320 ,1460,1330,1370.00 ,,,,,,,,,,,
1311,14,h,P7,960 ,790,880,876.67 ,,,,,,,,,,,
1312,14,h,P8,450 ,380,470,433.33 ,,,,,,,,,,,
1313,14,i,P1,230,370,410,336.67 ,,,,,,,,,,,
1314,14,i,P2,150,120,120,130.00 ,,,,,,,,,,,
1315,14,i,P3,660,580,970,736.67 ,,,,,,,,,,,
1316,14,i,P4,1170,1170,1360,1233.33 ,,,,,,,,,,,
1317,14,i,P5,12620,12670,12820,12703.33 ,,,,,,,,,,,
1318,14,i,P6,1150,1230,1210,1196.67 ,,,,,,,,,,,
1319,14,i,P7,100,160,350,203.33 ,,,,,,,,,,,
1320,14,i,P8,110,290,490,296.67 ,,,,,,,,,,,
1321,14,j,P1,170 ,280,250,233.33 ,,,,,,,,,,,
1322,14,j,P2,330 ,240,360,310.00 ,,,,,,,,,,,
1323,14,j,P3,490 ,510,560,520.00 ,,,,,,,,,,,
1324,14,j,P4,870 ,720,780,790.00 ,,,,,,,,,,,
1325,14,j,P5,8820 ,8990,8870,8893.33 ,,,,,,,,,,,
1326,14,j,P6,1220 ,1170,1050,1146.67 ,,,,,,,,,,,
1327,14,j,P7,130 ,170,240,180.00 ,,,,,,,,,,,
1328,14,j,P8,80 ,90,120,96.67 ,,,,,,,,,,,
1329,14,k,P1,70 ,140,120,110.00 ,,,,,,,,,,,
1330,14,k,P2,150 ,170,210,176.67 ,,,,,,,,,,,
1331,14,k,P3,470 ,390,450,436.67 ,,,,,,,,,,,
1332,14,k,P4,940 ,920,870,910.00 ,,,,,,,,,,,
1333,14,k,P5,6460 ,7330,7270,7020.00 ,,,,,,,,,,,
1334,14,k,P6,1200 ,1140,1240,1193.33 ,,,,,,,,,,,
1335,14,k,P7,1550 ,1320,1210,1360.00 ,,,,,,,,,,,
1336,14,k,P8,780 ,610,790,726.67 ,,,,,,,,,,,
1337,14,l,P1,80 ,20,30,43.33 ,,,,,,,,,,,
1338,14,l,P2,70 ,110,80,86.67 ,,,,,,,,,,,
1339,14,l,P3,90 ,90,120,100.00 ,,,,,,,,,,,
1340,14,l,P4,160 ,230,290,226.67 ,,,,,,,,,,,
1341,14,l,P5,5930 ,5920,5870,5906.67 ,,,,,,,,,,,
1342,14,l,P6,1130 ,980,1220,1110.00 ,,,,,,,,,,,
1343,14,l,P7,860 ,720,690,756.67 ,,,,,,,,,,,
1344,14,l,P8,260 ,350,470,360.00 ,,,,,,,,,,,
1345,15,a,P1,20 ,20,20,20.00 ,,,,,,,,,,,
1346,15,a,P2,70 ,170,410,216.67 ,,,,,,,,,,,
1347,15,a,P3,280,440,370,363.33 ,,,,,,,,,,,
1348,15,a,P4,870 ,940,910,906.67 ,,,,,,,,,,,
1349,15,a,P5,2850 ,2640,2730,2740.00 ,,,,,,,,,,,
1350,15,a,P6,860 ,840,720,806.67 ,,,,,,,,,,,
1351,15,a,P7,350 ,270,280,300.00 ,,,,,,,,,,,
1352,15,a,P8,60 ,90,120,90.00 ,,,,,,,,,,,
1353,15,b,P1,190 ,80,150,140.00 ,,,,,,,,,,,
1354,15,b,P2,170 ,220,580,323.33 ,,,,,,,,,,,
1355,15,b,P3,280,100,90,156.67 ,,,,,,,,,,,
1356,15,b,P4,890,430,280,533.33 ,,,,,,,,,,,
1357,15,b,P5,1820,1530,1300,1550.00 ,,,,,,,,,,,
1358,15,b,P6,830,950,1320,1033.33 ,,,,,,,,,,,
1359,15,b,P7,340,500,470,436.67 ,,,,,,,,,,,
1360,15,b,P8,500,600,450,516.67 ,,,,,,,,,,,
1361,15,c,P1,60 ,40,70,56.67 ,,,,,,,,,,,
1362,15,c,P2,240 ,430,690,453.33 ,,,,,,,,,,,
1363,15,c,P3,1060,620,380,686.67 ,,,,,,,,,,,
1364,15,c,P4,1510,1390,960,1286.67 ,,,,,,,,,,,
1365,15,c,P5,2910,3630,4790,3776.67 ,,,,,,,,,,,
1366,15,c,P6,320,650,830,600.00 ,,,,,,,,,,,
1367,15,c,P7,120,90,160,123.33 ,,,,,,,,,,,
1368,15,c,P8,600,460,460,506.67 ,,,,,,,,,,,
1369,15,d,P1,390,470,230,363.33 ,,,,,,,,,,,
1370,15,d,P2,310,410,590,436.67 ,,,,,,,,,,,
1371,15,d,P3,450,460,470,460.00 ,,,,,,,,,,,
1372,15,d,P4,650,480,300,476.67 ,,,,,,,,,,,
1373,15,d,P5,1510,1250,1310,1356.67 ,,,,,,,,,,,
1374,15,d,P6,290,250,430,323.33 ,,,,,,,,,,,
1375,15,d,P7,130,130,150,136.67 ,,,,,,,,,,,
1376,15,d,P8,90,50,60,66.67 ,,,,,,,,,,,
1377,15,e,P1,130 ,120,100,116.67 ,,,,,,,,,,,
1378,15,e,P2,380 ,830,520,576.67 ,,,,,,,,,,,
1379,15,e,P3,230,60,20,103.33 ,,,,,,,,,,,
1380,15,e,P4,630,140,120,296.67 ,,,,,,,,,,,
1381,15,e,P5,5180,5150,5290,5206.67 ,,,,,,,,,,,
1382,15,e,P6,760,760,700,740.00 ,,,,,,,,,,,
1383,15,e,P7,530,720,590,613.33 ,,,,,,,,,,,
1384,15,e,P8,160,40,100,100.00 ,,,,,,,,,,,
1385,15,f,P1,150 ,80,170,133.33 ,,,,,,,,,,,
1386,15,f,P2,540 ,460,880,626.67 ,,,,,,,,,,,
1387,15,f,P3,260,310,140,236.67 ,,,,,,,,,,,
1388,15,f,P4,350,190,220,253.33 ,,,,,,,,,,,
1389,15,f,P5,6310,6980,6090,6460.00 ,,,,,,,,,,,
1390,15,f,P6,80,90,80,83.33 ,,,,,,,,,,,
1391,15,f,P7,40,70,60,56.67 ,,,,,,,,,,,
1392,15,f,P8,40,20,30,30.00 ,,,,,,,,,,,
1393,15,g,P1,280 ,310,310,300.00 ,,,,,,,,,,,
1394,15,g,P2,610 ,790,730,710.00 ,,,,,,,,,,,
1395,15,g,P3,160,90,150,133.33 ,,,,,,,,,,,
1396,15,g,P4,140,20,90,83.33 ,,,,,,,,,,,
1397,15,g,P5,7760,7870,7550,7726.67 ,,,,,,,,,,,
1398,15,g,P6,210,80,90,126.67 ,,,,,,,,,,,
1399,15,g,P7,60,90,110,86.67 ,,,,,,,,,,,
1400,15,g,P8,160,170,430,253.33 ,,,,,,,,,,,
1401,15,h,P1,430,510,430,456.67 ,,,,,,,,,,,
1402,15,h,P2,560,630,820,670.00 ,,,,,,,,,,,
1403,15,h,P3,540,870,490,633.33 ,,,,,,,,,,,
1404,15,h,P4,540,870,780,730.00 ,,,,,,,,,,,
1405,15,h,P5,11130,11290,12120,11513.33 ,,,,,,,,,,,
1406,15,h,P6,780,620,990,796.67 ,,,,,,,,,,,
1407,15,h,P7,160,180,310,216.67 ,,,,,,,,,,,
1408,15,h,P8,170,140,320,210.00 ,,,,,,,,,,,
1409,15,i,P1,20,20,50,30.00 ,,,,,,,,,,,
1410,15,i,P2,310,380,230,306.67 ,,,,,,,,,,,
1411,15,i,P3,1300,1830,4180,2436.67 ,,,,,,,,,,,
1412,15,i,P4,3980,2260,1550,2596.67 ,,,,,,,,,,,
1413,15,i,P5,37290,39560,39450,38766.67 ,,,,,,,,,,,
1414,15,i,P6,980,880,600,820.00 ,,,,,,,,,,,
1415,15,i,P7,70,60,60,63.33 ,,,,,,,,,,,
1416,15,i,P8,60,90,90,80.00 ,,,,,,,,,,,
1417,15,j,P1,20,30,40,30.00 ,,,,,,,,,,,
1418,15,j,P2,50,50,60,53.33 ,,,,,,,,,,,
1419,15,j,P3,240,240,180,220.00 ,,,,,,,,,,,
1420,15,j,P4,1280,930,940,1050.00 ,,,,,,,,,,,
1421,15,j,P5,12160,12030,12840,12343.33 ,,,,,,,,,,,
1422,15,j,P6,180,250,300,243.33 ,,,,,,,,,,,
1423,15,j,P7,450,730,570,583.33 ,,,,,,,,,,,
1424,15,j,P8,40,40,50,43.33 ,,,,,,,,,,,
1425,15,k,P1,70,100,240,136.67 ,,,,,,,,,,,
1426,15,k,P2,30,50,260,113.33 ,,,,,,,,,,,
1427,15,k,P3,40,60,100,66.67 ,,,,,,,,,,,
1428,15,k,P4,80,50,50,60.00 ,,,,,,,,,,,
1429,15,k,P5,11870,11650,11770,11763.33 ,,,,,,,,,,,
1430,15,k,P6,930,1050,710,896.67 ,,,,,,,,,,,
1431,15,k,P7,260,320,180,253.33 ,,,,,,,,,,,
1432,15,k,P8,20,40,40,33.33 ,,,,,,,,,,,
1433,15,l,P1,240,250,320,270.00 ,,,,,,,,,,,
1434,15,l,P2,30,20,60,36.67 ,,,,,,,,,,,
1435,15,l,P3,100,110,90,100.00 ,,,,,,,,,,,
1436,15,l,P4,260,160,190,203.33 ,,,,,,,,,,,
1437,15,l,P5,9670,9700,9780,9716.67 ,,,,,,,,,,,
1438,15,l,P6,170,200,140,170.00 ,,,,,,,,,,,
1439,15,l,P7,160,170,200,176.67 ,,,,,,,,,,,
1440,15,l,P8,220,120,220,186.67 ,,,,,,,,,,,
1441,16,a,P1,380 ,210,540,376.67 ,,,,,,,,,,,
1442,16,a,P2,20 ,40,20,26.67 ,,,,,,,,,,,
1443,16,a,P3,130,40,40,70.00 ,,,,,,,,,,,
1444,16,a,P4,110,20,90,73.33 ,,,,,,,,,,,
1445,16,a,P5,460,340,330,376.67 ,,,,,,,,,,,
1446,16,a,P6,190,140,110,146.67 ,,,,,,,,,,,
1447,16,a,P7,220,170,210,200.00 ,,,,,,,,,,,
1448,16,a,P8,620,590,520,576.67 ,,,,,,,,,,,
1449,16,b,P1,70 ,20,20,36.67 ,,,,,,,,,,,
1450,16,b,P2,80 ,50,20,50.00 ,,,,,,,,,,,
1451,16,b,P3,150 ,110,180,146.67 ,,,,,,,,,,,
1452,16,b,P4,2780 ,2640,2250,2556.67 ,,,,,,,,,,,
1453,16,b,P5,9840 ,9430,9600,9623.33 ,,,,,,,,,,,
1454,16,b,P6,4530 ,4320,4050,4300.00 ,,,,,,,,,,,
1455,16,b,P7,490 ,470,420,460.00 ,,,,,,,,,,,
1456,16,b,P8,320 ,330,440,363.33 ,,,,,,,,,,,
1457,16,c,P1,340 ,220,290,283.33 ,,,,,,,,,,,
1458,16,c,P2,120 ,350,410,293.33 ,,,,,,,,,,,
1459,16,c,P3,180,390,1320,630.00 ,,,,,,,,,,,
1460,16,c,P4,3110,3040,3130,3093.33 ,,,,,,,,,,,
1461,16,c,P5,10800,10960,11870,11210.00 ,,,,,,,,,,,
1462,16,c,P6,1000,1170,1630,1266.67 ,,,,,,,,,,,
1463,16,c,P7,540,750,510,600.00 ,,,,,,,,,,,
1464,16,c,P8,260 ,190,220,11873.33 ,,,,,,,,,,,
1465,16,d,P1,230 ,250,370,283.33 ,,,,,,,,,,,
1466,16,d,P2,390 ,410,460,420.00 ,,,,,,,,,,,
1467,16,d,P3,760 ,780,890,810.00 ,,,,,,,,,,,
1468,16,d,P4,4160 ,4330,4290,4260.00 ,,,,,,,,,,,
1469,16,d,P5,11860,11730,12030,11873.33 ,,,,,,,,,,,
1470,16,d,P6,1960 ,1870,1860,1896.67 ,,,,,,,,,,,
1471,16,d,P7,480 ,420,560,486.67 ,,,,,,,,,,,
1472,16,d,P8,230 ,270,190,230.00 ,,,,,,,,,,,
1473,16,e,P1,400 ,390,570,453.33 ,,,,,,,,,,,
1474,16,e,P2,480 ,460,470,470.00 ,,,,,,,,,,,
1475,16,e,P3,5240 ,5460,5330,5343.33 ,,,,,,,,,,,
1476,16,e,P4,13840 ,13680,13370,13630.00 ,,,,,,,,,,,
1477,16,e,P5,28940 ,28730,28650,28773.33 ,,,,,,,,,,,
1478,16,e,P6,4730 ,4920,4800,4816.67 ,,,,,,,,,,,
1479,16,e,P7,1080 ,1120,1230,1143.33 ,,,,,,,,,,,
1480,16,e,P8,340 ,250,460,350.00 ,,,,,,,,,,,
1481,16,f,P1,660 ,730,710,700.00 ,,,,,,,,,,,
1482,16,f,P2,940 ,780,830,850.00 ,,,,,,,,,,,
1483,16,f,P3,2830 ,2960,2710,2833.33 ,,,,,,,,,,,
1484,16,f,P4,16510 ,17230,16440,16726.67 ,,,,,,,,,,,
1485,16,f,P5,30240 ,31670,29240,30383.33 ,,,,,,,,,,,
1486,16,f,P6,4780 ,4690,4310,4593.33 ,,,,,,,,,,,
1487,16,f,P7,2740 ,2840,2890,2823.33 ,,,,,,,,,,,
1488,16,f,P8,870 ,760,730,786.67 ,,,,,,,,,,,
1489,16,g,P1,890,1720,2090,1566.67 ,,,,,,,,,,,
1490,16,g,P2,210,200,490,300.00 ,,,,,,,,,,,
1491,16,g,P3,4640,7570,6740,6316.67 ,,,,,,,,,,,
1492,16,g,P4,10440,6130,6510,7693.33 ,,,,,,,,,,,
1493,16,g,P5,38200,36430,31990,35540.00 ,,,,,,,,,,,
1494,16,g,P6,6100,6760,7320,6726.67 ,,,,,,,,,,,
1495,16,g,P7,6680,6390,6460,6510.00 ,,,,,,,,,,,
1496,16,g,P8,7940,6870,6580,7130.00 ,,,,,,,,,,,
1497,16,h,P1,1720,1430,1510,1553.33 ,,,,,,,,,,,
1498,16,h,P2,8080,7900,9110,8363.33 ,,,,,,,,,,,
1499,16,h,P3,26140,16630,13210,18660.00 ,,,,,,,,,,,
1500,16,h,P4,51400,60470,52640,54836.67 ,,,,,,,,,,,
1501,16,h,P5,92800,89900,81600,88100.00 ,,,,,,,,,,,
1502,16,h,P6,32090,41400,41370,38286.67 ,,,,,,,,,,,
1503,16,h,P7,2160,2270,1850,2093.33 ,,,,,,,,,,,
1504,16,h,P8,2830,3310,3610,3250.00 ,,,,,,,,,,,
1505,16,i,P1,3340,3470,3330,3380.00 ,,,,,,,,,,,
1506,16,i,P2,7200,7930,7140,7423.33 ,,,,,,,,,,,
1507,16,i,P3,13640,15280,15690,14870.00 ,,,,,,,,,,,
1508,16,i,P4,63200,75000,72700,70300.00 ,,,,,,,,,,,
1509,16,i,P5,158450,165750,147340,157180.00 ,,,,,,,,,,,
1510,16,i,P6,70300,75310,78160,74590.00 ,,,,,,,,,,,
1511,16,i,P7,41960,32820,41070,38616.67 ,,,,,,,,,,,
1512,16,i,P8,9320,11200,10170,10230.00 ,,,,,,,,,,,
1513,16,j,P1,310,580,420,436.67 ,,,,,,,,,,,
1514,16,j,P2,1110,1140,1210,1153.33 ,,,,,,,,,,,
1515,16,j,P3,14160,15240,17170,15523.33 ,,,,,,,,,,,
1516,16,j,P4,41040,38030,45490,41520.00 ,,,,,,,,,,,
1517,16,j,P5,71540,64920,69420,68626.67 ,,,,,,,,,,,
1518,16,j,P6,38500,38630,38700,38610.00 ,,,,,,,,,,,
1519,16,j,P7,28760 ,29540,25430,27910.00 ,,,,,,,,,,,
1520,16,j,P8,5430 ,5210,6040,5560.00 ,,,,,,,,,,,
1521,16,k,P1,160,130,50,113.33 ,,,,,,,,,,,
1522,16,k,P2,2060,1610,1750,1806.67 ,,,,,,,,,,,
1523,16,k,P3,1010,1310,950,1090.00 ,,,,,,,,,,,
1524,16,k,P4,59190,53960,43800,52316.67 ,,,,,,,,,,,
1525,16,k,P5,66940,68570,70480,68663.33 ,,,,,,,,,,,
1526,16,k,P6,22350,16970,16300,18540.00 ,,,,,,,,,,,
1527,16,k,P7,9700 ,9820,9710,9743.33 ,,,,,,,,,,,
1528,16,k,P8,2980 ,3650,3140,3256.67 ,,,,,,,,,,,
